CODIGO_ACCIDENTE;FORMULARIO;FECHA;GRAVEDAD;CLASE;CHOQUE;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_MUERTOS;TOTAL_HERIDOS;TEXTO_OBSERVACIONES;CODIGO_CAUSA;DESCRIPCION
265;2265;2/07/2024 6:50;HERIDOS;CAIDA;;-74,09154443;4,745344161;11;;1;SE GRAFICA EL PORTAL DE SUBA PORQUE LA PERSONA LESIONADA NO APORTA LUGAR DONDE FUE LA CAIDA PORQUE NO RECUERDA Y SE GRAFICA EL PORTAL DE SUBA PORQUE FUE DONDE SOLICITO EL REQUERIMIENTO NO SE GRAFICA EL VEHICULO PORQUE SEGUN LO MANIFESTADO POR LA LESIONADA SE DIO A LA FUGA;119;FRENAR BRUSCAMENTE
266;2266;2/07/2024 5:30;HERIDOS;CHOQUE;VEHICULO;-74,19147012;4,616158732;7;;1;NO SE DIAGRAMAN VEHICULOS MOVIDOS DE LA POSICION FINAL;121;NO MANTENER DISTANCIA DE SEGURIDAD
267;2267;2/06/2024 21:10;DANOS;CHOQUE;VEHICULO;-74,11658285;4,526216243;5;;;SE DEJA CONSTANCIA NO HAY LESIONADOS POR EL ACCIDENTE DE TRANSITO SI NO POR LESIONES PERSONALES CAUSADO POR EL CONDUCTOR DE LA MOTO AL CONDUCTOR DEL TAXI REALIZA LA CAPTURA DEL CONDUCTOR DE VH 3 EL CUADRANTE 45 DEL CAI SANTA MARTHA AL MODO DEL SEÑOR SI JAVIER RONDOR;127;TRANSITAR EN CONTRAVIA
268;2268;2/06/2024 20:40;HERIDOS;CHOQUE;VEHICULO;-74,13788569;4,630666987;8;;4;NO SE PLASMAN DATOS DEL CONDUCTOR 1 COMO DIRECCION Y TELEFONO YA QUE NO SE ENCUENTRA CONCIENTE EN LA CLINICA NI FAMILIARES;121;NO MANTENER DISTANCIA DE SEGURIDAD
269;2269;2/06/2024 20:40;HERIDOS;CHOQUE;VEHICULO;-74,05812508;4,678952282;2;;2;SE CORRIGE CASILLA 82 A DISPOSICION URI USAQUEN DE LOS DOS VEHICULOS;121;NO MANTENER DISTANCIA DE SEGURIDAD
270;2270;2/06/2024 19:20;HERIDOS;CHOQUE;VEHICULO;-74,12497012;4,569994494;18;;4;CORRIJO CASILLA N 82 VH2 REV TEC MEC SIENDO LA CORRECTA CARRIJO CASILLA N 81 VH1 PORTA LICENCIA SIENDO LA CORRECTA NO SE ANEXA COMPARENDO N 42328445 POR INFRACCION D01 PARA EL CONDUCTOR DEL VH1 Y SE ANEXA COMPARENDO N 42335865 POR INFRACCION D05 PARA EL VH2;133;SUBIRSE AL ANDEN O VIAS PEATONALES
271;2271;2/06/2024 18:40;HERIDOS;ATROPELLO;;-74,1071682;4,626928835;16;;2;SE REALIZA ORDEN DE COMPARENDO N 39582710 POR LA INFRACCION D 01 LAS PARTES INVOLUCRADAS EN EL ACCIDENTE MANIFIESTAN QUE INCICIALMENTE OCURRE UN ACCIDENTE DE CHOQUE SIMPLE Y AL BAJARSE DEL CARRO EL SEÑOR YURY CASTIBLANCO PARA LA RECLAMACION SE ENCONTRABA EN LA VIA Y EL SEÑOR NELSON VACA ARRANCA Y LO;139;IMPERICIA EN EL MANEJO
272;2272;2/06/2024 17:20;HERIDOS;ATROPELLO;;-74,04128519;4,785002542;11;;1;NO SE DIAGRAMA VEHICULO YA QUE SE HABIA DADO A LA FUGA Y ES ESTACIONADO UNA CUADRA MAS ADELANTE SE REALIZA ORDENES DE COMPARENDO N 42333134 INFRACCION D07 Y ORDEN DE COMPARENDO N 42328718 INFRACCION C31;157;OTRA HIPÓTESIS (CONDUCTOR)
273;2273;2/06/2024 16:13;HERIDOS;ATROPELLO;;-74,11561994;4,595549693;16;;2;SE CORRIJE LA CASILLA 8 2 VEHICULO 1 NUMERO DE POLIZA SOAT ES 87074495;157;OTRA HIPÓTESIS (CONDUCTOR)
274;2274;2/06/2024 15:46;HERIDOS;ATROPELLO;;-74,094039;4,741362949;11;;2;NO SE DIAGRAMA VEHICULO 1 FUE MOVIDO DEL PUNTO DEL HECHO HIPOTESIS VH 1 112 DESOBEDECER SEÑAL SP47 ZONA ESCOLAR Y HIPOTESIS PEATON 409;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
275;2275;2/06/2024 14:56;HERIDOS;CHOQUE;OBJETO;-74,08433002;4,609566315;14;;1;EL ENCARGADO DEL VEHICULO EL SEÑOR LUIS OSWALDO RUBIO GOMEZ DE CC 80357003 VH2 QUIEN AL CONDUCTOR DEL VH1 SE DEJA EL PRESENTE LO DISPUESTO POR LA FISCALIA EN LAS RESOLUCIONES 01670 Y 03922 DE 2016 Y LA CIRCULAR N 001 DEL 25052017;157;OTRA HIPÓTESIS (CONDUCTOR)
276;2276;2/06/2024 14:55;HERIDOS;CHOQUE;VEHICULO;-74,08432392;4,582479748;4;;2;LOCALIDAD SAN CRISTOBAL;122;GIRAR BRUSCAMENTE
277;2277;2/06/2024 14:10;HERIDOS;CHOQUE;VEHICULO;-74,11654555;4,686256089;10;;2;PERSONAS LESIONADAS NO DESEAN INTERPONER QUERELLA ATE FISCALIA RESOLUCION 01670 Y 03922 DE 2016 CIRCULAR  001 DEL 25052017;103;ADELANTAR CERRANDO
278;2278;2/06/2024 14:07;MUERTOS;CHOQUE;VEHICULO;-74,14612998;4,564755035;19;1;1;CORRECCION CLASE DE ACCIDENTE CHOQUE CON VEHICULO Y POSTERIORMENTE CAIDA DE OCUPANTE CORRECCION CASILLA 75 VIA 2 CONCRETO CORRECCION V2 CASILLA 82 NEGRO NEBULOSA CORRECCION CASILLA 17 TABLA DE MEDIDAS B5 7 60 ;119;FRENAR BRUSCAMENTE
279;2279;2/06/2024 11:25;HERIDOS;CHOQUE;VEHICULO;-74,11717025;4,628697376;16;;4;SE CODIFICA HIPOTESIS VH1 TAXI 103 PARA VEHICULO N 3 MOTO DE PLACA UHN83G HIPOTESIS 121;121;NO MANTENER DISTANCIA DE SEGURIDAD
280;2280;2/06/2024 10:50;HERIDOS;CHOQUE;VEHICULO;-74,15331838;4,624013456;8;;2;CORRIJO CASILLA 8 1 CONDUCTOR VEHICULO 2 NACIONALIDAD VENEZOLANA;128;RECOGER O DEJAR PASAJEROS SOBRE LA CALZADA
281;2281;2/06/2024 10:00;HERIDOS;CHOQUE;VEHICULO;-74,07232908;4,652083091;12;;2;CORRIJO CASILLA 8 2 VEHICULO MATRICULADO EN SOACHA NO SE DIAGRAMA LOS VEHICULOS YA QUE FUERON MOVIDOS DE SU POSICION FINAL SE CORRIGE TIPO DE DOCUMENTO DEL VEHICULO 1 PPT PERMISO POR PROTECCION TEMPORAL;302;AUSENCIA O DEFICIENCIA EN DEMARCACION
282;2282;2/06/2024 7:10;HERIDOS;CHOQUE;VEHICULO;-74,19100829;4,610106855;7;;3;SE LE REALIZA COMPARENDO POR 42334345 INFRACCION D1 AL CONDUCTOR DEL VH1;122;GIRAR BRUSCAMENTE
283;2283;2/06/2024 6:50;HERIDOS;CHOQUE;VEHICULO;-74,15483785;4,575522916;19;;1;SE ANEXA COMPARENDO N 42327510 POR INFRACCION D02 Y 42323461 POR LA INFRACCION C35 PARA EL CONDUCTOR DEL VEHICULO N 1;103;ADELANTAR CERRANDO
284;2284;2/06/2024 5:08;HERIDOS;CAIDA;;-74,08541022;4,75113656;11;;2;NO SE DIAGRAMA EL VEHICULO YA QUE FUE MOVIDO DEL LUGAR DEL INCIDENTE Y SE DETIENE EN LA CALLE 148 CON CARRERA 92 DONDE LOS PASAJEROS SIENTEN EL POREO DEL GOLPE;506;OTRA HIPÓTESIS (PASAJERO O ACOMPAÑANTE)
285;2285;2/05/2024 22:15;HERIDOS;CHOQUE;VEHICULO;-74,06767228;4,689739569;12;;1;SE CORRIGE DIRECCION CONDUCTOR V2 CL 6 SUR N 24  127 MADRID CUNDINAMARCA ;157;OTRA HIPÓTESIS (CONDUCTOR)
286;2286;2/05/2024 21:40;HERIDOS;CHOQUE;OBJETO;-74,09775642;4,606657019;16;;1;SE PRESENTA EL SEÑOR JOHN ALEXANDER LOZANO BAQUERO CC 79819480 EN UN VEHICULO MANIFESTANDO QUE ES EL JEFE DEL SEÑOR CRISTIAN HACIENDOSE RESPONSABLE DE LO QUE SE ENCUENTRA DENTRO DEL VEHICULO Y MANIFESTANDO QUE NO SE HACE CARGO DEL VEHICULO YA QUE DICE QUE ESO VA  POR ASEGURADORA DONDE SE REALIZA COM;157;OTRA HIPÓTESIS (CONDUCTOR)
287;2287;2/05/2024 21:02;HERIDOS;CHOQUE;VEHICULO;-74,06518076;4,742532385;11;;1;SE CORRIGE CASILLA 64 DISEÑO ES INTERSECCION;103;ADELANTAR CERRANDO
288;2288;2/05/2024 19:00;HERIDOS;CAIDA;;-74,1363856;4,672173199;9;;1;NO SE DIAGRAMA VEHICULO YA QUE FUE MOVIDO DEL LUGAR DE LOS HECHOS;145;ARRANCAR SIN PRECAUCION
289;2289;2/05/2024 18:50;HERIDOS;CHOQUE;VEHICULO;-74,1291246;4,56710642;6;;1;SE DEJA CONSTANCIA QUE EL SEÑOR YESBER ALFREDO CADENA VELASQUEZ CC 1121923456 MANIFIESTA VOLUNTARIAMENTE NO INTERPONER QUERELLA A REQUERIR PROCEDIMIENTO DE TRANSITO PARA DEJARLO A DISPOSICION DE LA FISCALIA ASI MISMO SE  IDENTIFICA COMPARENDO POR INFRACCIÓN D02 N 42337636 Y D01 N 42337662 CONDUCTOR ;127;TRANSITAR EN CONTRAVIA
290;2290;2/05/2024 18:50;HERIDOS;CHOQUE;VEHICULO;-74,18675748;4,618986326;7;;1;ACLARO LA CASILL 81 GRAVEDAD ES HERIDO;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
291;2291;2/05/2024 18:27;HERIDOS;CHOQUE;VEHICULO;-74,10810036;4,57899733;18;;2;SE NOTIFICA ORDEN DE COMPARENDO 42339143 INFRACCION D01 AL CONDUCTOR N 2;139;IMPERICIA EN EL MANEJO
292;2292;2/05/2024 16:30;HERIDOS;CHOQUE;VEHICULO;-74,113733;4,751342381;11;;2;VEHICULO N 2 MOVIDO DE SU POSICION FINAL TELEFONO CONDUCTOR 2 3155726218;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
293;2293;2/05/2024 16:28;HERIDOS;CHOQUE;VEHICULO;-74,13407085;4,691456756;9;;1;EL CONDUCTOR DEL VEHICULO PARTICULAR DE PLACAS BJN136 SE ENCONTRABATRANSITANDO EN PICO Y PLACA SE NOTIFICA ORDEN DE COMPARENDO N 42320131 SE CORRIGE CASILLA 8 2 CANTIDAD DE ACOMPAÑANTES AL NUMERO DE ACCIDENTE CORRESPONDE A 0 SE INFORMA QUE ESTE IPAT NO TRAIA CONSIGO LA PRIMERA HOJA ORIGINAL PARA EL ;103;ADELANTAR CERRANDO
294;2294;2/05/2024 15:05;HERIDOS;CHOQUE;VEHICULO;-74,10595325;4,705465638;10;;1;LA ACOMPAÑANTE DEL VEHICULO N 1 ESTA EN ESTADO DE EMBARAZO PARA NO DESEAR INTERPONER QUERELLA ;121;NO MANTENER DISTANCIA DE SEGURIDAD
295;2295;2/05/2024 15:00;HERIDOS;CHOQUE;VEHICULO;-74,10902292;4,733337596;11;;1;EL SEÑOR HERIDO MANIFIESTA NO INTERPONER QUERELLA POR LO QUE NO SE INMOVILIZA PARA PATIOS FISCALIA NI SE RADICA EN URI;121;NO MANTENER DISTANCIA DE SEGURIDAD
296;2296;2/05/2024 14:43;HERIDOS;CHOQUE;OBJETO;-74,09178449;4,589869637;15;;1;HIPOTESIS 308 CON EL ARTICULO 101 LEY 769 DEL 2002 SE ACLARA QUE ES CHOQUE CON OBJETO FIJO CABLE DE FIBRA OPTICA Y ES DONDE RESULTA LESIONADO UN OPERADOR DE MOVISTAR REALIZADO COMO PEATON SUS  LABORES CON LA FIBRA OPTICA DONDE EL VEHICULO AL CRUZAR SE LLEVO EL CABLE DONDE NO ESTABA SEÑALIZADO EN LA ;157;OTRA HIPÓTESIS (CONDUCTOR)
297;2297;2/05/2024 12:50;HERIDOS;CHOQUE;VEHICULO;-74,15436469;4,616809609;8;;1;SE HACE CORRECCION DEL N DE CEDULA DEL CONDUCTOR DEL VH2 CC 5993129;121;NO MANTENER DISTANCIA DE SEGURIDAD
298;2298;2/05/2024 9:27;HERIDOS;CHOQUE;VEHICULO;-74,08745113;4,630459431;13;;1;HIPOTESIS 301 PARA LA VIA N1 YA QUE EXISTE SEÑALES QUE LA SEÑAL SR01 PARE ESTUVO Y DESCONOCIENDO LAS RAZONES YA NO EXISTE FAMILIARES LESIONADOS MANIESTAN NO INTERPONER QUERELLA EN EL MOMENTO ANTE FISCALIA  CIRCULAR N 001 DEL 25052017 ;301;AUSENCIA TOTAL O PARCIAL DE SEÑALES
299;2299;2/05/2024 8:19;HERIDOS;ATROPELLO;;-74,0879405;4,502035966;5;;2;SE CORRIGE CASILLA N 81 HOSPITAL O CLINICA DE ATENCION CLINICA SANTA JULIANA Y DESCRIPCION DE LESIONES TRAUMA CERVICAL Y QUE LA CONDUCTORA DECIDE Y REQUIERE ATENCION Y TRASLADO MEDICO SE REALIZA ORDEN DE COMPARENDO N 42333799;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
300;2300;2/05/2024 8:17;HERIDOS;ATROPELLO;;-74,14498403;4,538987631;19;;3;NO SE DIBUJA L MOTOCICLETA YA QUE FUE MOVIDA DE SU POSICION FINAL;104;ADELANTAR INVADIENDO CARRIL DE SENTIDO CONTRARIO
301;2301;2/05/2024 7:09;HERIDOS;CHOQUE;VEHICULO;-74,16693204;4,587258978;19;;4;CORRECCION CASILLA V2 PLACA KWX66D CORRECCION V3 CASILLA 82 CANTIDAD DE ACOMPAÑANTES 00;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
302;2302;2/05/2024 7:06;HERIDOS;CHOQUE;VEHICULO;-74,07319348;4,62272046;13;;3;CORRIJO HIPOTESIS ES 121 PARA EL VH2;121;NO MANTENER DISTANCIA DE SEGURIDAD
303;2303;2/05/2024 6:40;HERIDOS;CHOQUE;VEHICULO;-74,05050529;4,724848515;1;;1;ES DE ANOTAR QUE SE LE EXPLICA A LAS PARTES QUE TIENEN 6 MESES PARA QUERELLAR Y PONER EL CASO EN FISCALIA POR RESOLUCION 01670 Y 03922 DE 2016 Y CIRCULAR 001 DEL 25 05 2017 YA QUE NO DESEAN INSTAURAR DENUNCIA EN EL MOMENTO;121;NO MANTENER DISTANCIA DE SEGURIDAD
304;2304;2/05/2024 6:35;HERIDOS;CHOQUE;VEHICULO;-74,11818815;4,707208542;10;;3;SE ACLARA CASILLA  6 5 CONDICION CLIMATICA POR LLUVIA;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
305;2305;2/05/2024 6:30;HERIDOS;ATROPELLO;;-74,03801409;4,730901717;1;;1;ES DE ANOTAR QUE EL PEATON IBA EN COMPAÑIA DE UN CANINO DE RAZA PASTOR AUSTRALIANO DE 6 MESES CON EL NOMBRE DE SHADOW EL CUAL MUERE POR EL ACCIDENTE ;157;OTRA HIPÓTESIS (CONDUCTOR)
306;2306;2/05/2024 6:00;HERIDOS;CHOQUE;VEHICULO;-74,17547025;4,596901187;7;;2;SE DEJA CONSTANCIA QUE LA ACOMPAÑANTE DE LA MOTOCICLETA TIENE 07 MESES DE GESTACION Y MANIFIESTA NO INTERPONER QUERELLA AL CONDUCTOR DEL BUS Y DESISTE DEL PROCEDIMIENTO DE LA POLICIA DE TRANSITO MEDIANTE UN VIDEO ;103;ADELANTAR CERRANDO
307;2307;2/05/2024 5:30;DANOS;CHOQUE;VEHICULO;-74,11973042;4,605402277;16;;;COMPARENDO N 42328451 INFRACCCION F POSITIVO GRADO 2;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
308;2308;2/05/2024 5:10;HERIDOS;CHOQUE;VEHICULO;-74,15296214;4,636212678;8;;1;HIPOTESIS 142 PARA LOS VH1 VH2 POR HACER CASO OMISO A LA SEÑAL ROJA DEL SEMAFORO AMBOS CONDUCTORES MANIFIESTAN NO HABERLO PASADO EN ROJO;142;SEMAFORO EN ROJO
309;2309;2/05/2024 4:20;HERIDOS;ATROPELLO;;-74,09748552;4,689168474;10;;2;SE DEJA CONSTANCIA QUE AL LLEGAR AL LUGAR DE LOS HECHOS NO SE UBICA EL VH Y SE LE INFORMA AL CONDUCTOR QUE DEBE TRAER EL VEHICULO PARA DEJARLO A DISPOSICION DE LA FISCALIA YA QUE ES MATERIAL PROBATORIO EN MATERIA DE INVESTIGACION EL CUAL SE NIEGA A TRAER EL VEHICULO AL LUGAR DE LOS HECHOS;157;OTRA HIPÓTESIS (CONDUCTOR)
310;2310;2/05/2024 1:45;HERIDOS;CHOQUE;VEHICULO;-74,16635465;4,62679241;8;;1;SE REALIZA ORDEN DE COMPARENDO N 42335495 POR LA INFRACCION C35 SE OBSERVA CAMARA DEL CAD EN EL LUGAR N 5518 LA CENTRAL DE RADIO MANIFIESTA QUE LA CAMARA NO FUNCIONA;157;OTRA HIPÓTESIS (CONDUCTOR)
311;2311;5/02/2024;HERIDOS;CHOQUE;VEHICULO;-74,11983344;4,678565385;9;;1;CONDUCTOR V1 NO DESEA QUERELLAR MANIFIESTA DIRIGIRSE POR SUS PROPIOS MEDIOS A LA CLINICA OCCIDENTE PARA SER VALORADO POR LESION EN RODILLA DERECHA  ;121;NO MANTENER DISTANCIA DE SEGURIDAD
312;2312;5/02/2024;HERIDOS;CHOQUE;VEHICULO;-74,11779911;4,556775689;18;;2;HORA OCURRECIA 0000;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
313;2313;2/04/2024 23:20;HERIDOS;CHOQUE;OBJETO;-74,15368292;4,596435256;7;;10;SE CORRIGE 10 TOTAL DE VICTIMAS 09 PASAJEROS 01 CONDUCTOR 82 VEHICULO INMOVILIZADO EN PATIO DE LA FISCALIA ALAMOS ;157;OTRA HIPÓTESIS (CONDUCTOR)
314;2314;2/04/2024 23:00;HERIDOS;CAIDA;;-74,08481647;4,622372911;14;;1;NO SE DIAGRAMA VH1 TENIENDO EN CUENTA QUE NO SE HALLO EN VIA Y LA PASAJERA IBA A BORDO DENTRO DEL MISMO MANIFIESTA QUE EL BUS FRENO Y LAS DEMAS PERSONAS CAYERON SOBRE ELLA;157;OTRA HIPÓTESIS (CONDUCTOR)
315;2315;2/04/2024 21:00;DANOS;CHOQUE;VEHICULO;-74,09771351;4,606512648;16;;;INGRESO INFORMACION ACOMPAÑANTE VH2 JOSE ALEJANDRO SANCHEZ RODRIGUEZ TI 1222203666 NACIONALIDAD COLOMBIANA FECHA DE NACIMIENTO 05 01 2013 DE SEXO MASCULINO DIRECCION DE RESIDENCIA CALLE 133 N 157 34 CIUDAD BOGOTA TELEFONO 3012890340 ILESO RESOLUCION N 01670 Y 03922 DE 2016 Y LA CIRCULAR N 001 25 05 ;121;NO MANTENER DISTANCIA DE SEGURIDAD
316;2316;2/04/2024 18:56;HERIDOS;CHOQUE;VEHICULO;-74,07757414;4,572855934;4;;3;SE REALIZA ORDEN DE COMPARENDO 39593593 INFRACCION D01 AL CONDUCTOR VEHICULO N 2;139;IMPERICIA EN EL MANEJO
317;2317;2/04/2024 18:50;HERIDOS;CHOQUE;VEHICULO;-74,11781593;4,630793363;16;;2;SE DEJA CONSTANCIA QUE LOS DOS VEHICULOS FUERON MOVIDOS DEL LUGAR DE LA COLISION Y POR ESO NO SE DIAGRAMAN EN EL BOSQUEJO;103;ADELANTAR CERRANDO
318;2318;2/04/2024 17:10;HERIDOS;ATROPELLO;;-74,10932722;4,548845972;18;;2;HIPOTESIS PEATON 411 ART 58 CODIGO NACIONAL DE TRANSITO NUMERAL 4;157;OTRA HIPÓTESIS (CONDUCTOR)
319;2319;2/04/2024 16:02;DANOS;CHOQUE;OBJETO;-74,10342678;4,686464881;10;;;SE ACLARA Y CORRIGE CASILLA 5 1 CHOQUE CON OBJETO FIJO ES DE ANOTAR QUE LOS VEHICULOS 1 Y 3 SE ENCONTRABAN COMO OBJETOS FIJOS VEHICULOS ESTACIONADOS POR LO CUAL SE PRESENTAN RESPONSABLES DE LOS VEHICULOS SE REALIZA ORDEN DE COMPARENDO VH 2 42335667 POR EMBRIAGUEZ HIPOTESIS 115 SE ACLARA;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
320;2320;2/04/2024 15:30;HERIDOS;CHOQUE;VEHICULO;-74,19910467;4,605071848;7;;1;SE DEJA CONSTANCIA QUE EL CONDUCTOR N2 SE DA A LA FUGA ABANDONANDO EL VEHICULO EN SU POSICION FINAL DEL EVENTO SE DESCONOCE MOTIVOS POR EL CUAL SE RETIRA ;157;OTRA HIPÓTESIS (CONDUCTOR)
321;2321;2/04/2024 14:57;HERIDOS;CHOQUE;VEHICULO;-74,10320628;4,595528701;14;;2;CORRIJO FECHA DE NACIMIENTO DEL CONDUTOR N 2 SIENDO 04 05 2002 CORRIJO CASILLA 8 1 DEL CONDUCTOR VH1 HOSPITAL SANTA JULIANA LESIONES TRAUMA CERVICAL POR SINDROME DE LATIGAZO CASILLA 3 DIRECCION CRA 27A CON CALLE 8 SUR VH2 IDENTIFICACION 1001346983;103;ADELANTAR CERRANDO
322;2322;2/04/2024 6:57;HERIDOS;CHOQUE;VEHICULO;-74,09553531;4,722399106;11;;1;HIPOTESIS V2 157 VEHICULO SE DA A LA FUGA POR ESTABLECER MOTIVO SE REALIZA COMPARENDO CONDUCTOR V1 N 423355775 INFRACCION D01 NO OBTENER LICENCIA DE CONDUCCION NO SE DIAGRAMA VH2 POR FUGA ;157;OTRA HIPÓTESIS (CONDUCTOR)
323;2323;2/04/2024 6:00;HERIDOS;CHOQUE;OBJETO;-74,12169199;4,511847582;5;;3;SEGUN LO MANIFESTADO POR EL CUADRANTE 8 CAI AURORA NO SE LOGRO IDENTIFICAR AL CONDUCTOR DEL VEHICULO Y LOS LESIONADOS MANIFIESTAN QUE SE DIO A LA FUGA;157;OTRA HIPÓTESIS (CONDUCTOR)
324;2324;2/04/2024 3:20;HERIDOS;CHOQUE;VEHICULO;-74,15744144;4,58050005;19;;2;SE CORRIGE PROPIETARIO VH1 BLANCA NOELIA MEJIA LOPEZ CC 21920959;139;IMPERICIA EN EL MANEJO
325;2325;2/04/2024 2:53;HERIDOS;CHOQUE;VEHICULO;-74,12717071;4,711460417;10;;4;CORRIJO TOTAL DE HERIDOS 04;121;NO MANTENER DISTANCIA DE SEGURIDAD
326;2326;2/04/2024 1:00;HERIDOS;ATROPELLO;;-74,08942695;4,521163146;4;;3;ME PERMITO ACLARAR CASILLA N 3 1 SIENDO LA CORRECTA SAN CRISTOBAL;304;SUPERFICIE HUMEDA
327;2327;4/02/2024;HERIDOS;CHOQUE;VEHICULO;-74,15162616;4,571983713;19;;1;SE DEJA CONSTACIA QUE EL CASO SUCEDIO 2140 HORAS CALLE 62 CRA 41 A SUR AL LLEGAR AL LUGAR NO SE OBSERVA VEHICULOS EN VIA NI ACCIDENTE DE TRANSITO POR INFORMACION CUADRANTE 12 CAI CANDELARIA NOS INDICA QUE LOS VEHICULOS INVOLUCRADOS EN EL ACCIDENTE SE ENCUENTRAN EN CRA 24 62 B SUR AL LLEGAR LUGAR SE ;121;NO MANTENER DISTANCIA DE SEGURIDAD
328;2328;4/02/2024;DANOS;CHOQUE;VEHICULO;-74,1026495;4,601853129;16;;;CORRIJO CASILLA N 1 ORGANISMO DE TRANSITO DE BOGOTA;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
329;2329;4/02/2024;HERIDOS;CHOQUE;VEHICULO;-74,09338442;4,612289424;16;;1;SE CORRIGE CASILLA 65 CONDICION CLIMATICA LLUVIA EN EL LUGAR SE ENCUENTRA CAMARA DEL CAD 8521 EL CUAL LA MANIFIESTA QUE SE ENCUENTRA FUERA DE SERVICIO;103;ADELANTAR CERRANDO
330;2330;4/02/2024;DANOS;CHOQUE;VEHICULO;-74,14275901;4,566575823;19;;;CORRIJO CASILLA 86 RADIO DE ACCION VH1 SIENDO ESTE MUNICIPAL CORRIJO CASILLA 4 FECHA Y HORA SIENDO LA FECHA EL 04022024 NOTIFICACION ORDEN DE COMPARENDO N 42334593 COND VH2 POR INFRACCION D01 Y ORDEN DE COMPARENDO N 42334549 CONDUCTOR VH4 POR INFRACCION F GRADO 3;121;NO MANTENER DISTANCIA DE SEGURIDAD
331;2331;2/03/2024 23:10;HERIDOS;CHOQUE;VEHICULO;-74,0989205;4,690371427;10;;2;SE CORRIGE DIRECCION DEL EVENTO CALLE 72 CON CARRERA 76;157;OTRA HIPÓTESIS (CONDUCTOR)
332;2332;2/03/2024 20:40;HERIDOS;CHOQUE;VEHICULO;-74,1318367;4,629600871;8;;3;SE DEJA CONSTANCIA QUE EL VEHICULO N 2 FUE MOVIDO DE SU POSICION FINAL UBICANDOLO POR PARTE DEL CUADRANTE DE VIGILANCIA N 75 DEL CAI CASTILLA EN LA DIRECCION CALLE 6 CON CARRERA 78C;121;NO MANTENER DISTANCIA DE SEGURIDAD
333;2333;2/03/2024 19:15;DANOS;CHOQUE;VEHICULO;-74,09636607;4,670218895;10;;;CONDUCTOR V1 NO APORTA FECHA DE NCTO COMPARENDO POR EMBRIAGUEZ N 42335230 GRADO 2 CONDUCTORA V2 PRUEBA NEGATIVA DATOS CONDUCTOR V1 SACADOS DE LA APLICACION RUNT DE LA COMPARENDERA Y FAMILIARES QUE LLEGARON AL LUGAR;121;NO MANTENER DISTANCIA DE SEGURIDAD
334;2334;2/03/2024 19:10;HERIDOS;CHOQUE;VEHICULO;-74,09771619;4,713080118;10;;1;CORRIJO GRAVEDAD DEL CONDUCTOR DEL VEHICULO 1 NO HERIDO;157;OTRA HIPÓTESIS (CONDUCTOR)
335;2335;2/03/2024 19:05;HERIDOS;ATROPELLO;;-74,11155662;4,709113887;10;;2;AUXILIAR DE POLICIA QUIEN SE ENCONTRABA REALIZANDO MANEJOS DE TRAFICO;157;OTRA HIPÓTESIS (CONDUCTOR)
336;2336;2/03/2024 18:30;DANOS;CHOQUE;VEHICULO;-74,09727021;4,700252088;10;;;CONDUCTORES V1 Y V2 PRUEBA DE EMBRIAGUEZ NEGATIVO CONDUCTOR 3 POSITIVO N COMPARENDO 42335149 GRADO II Y ANEXO DE VEHICULO 06188 ACLARO DIRECCION CONDUCTOR V1 CALLE 46 C SUR  4 23 ESTE Y CELULAR 32270563741;115;EMBRIAGUEZ O SUSTANCIAS ALUCINOGENAS
337;2337;2/03/2024 18:20;HERIDOS;CHOQUE;VEHICULO;-74,13083342;4,568063363;6;;1;NO SE DIAGRAMA EL VEHICULO N 2 MOTOCICLETA YA QUE FUE MOVIDO DEL PUNTO DE IMPACTO O POSICION FINAL;143;PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES
338;2338;2/03/2024 18:05;HERIDOS;CHOQUE;VEHICULO;-74,11975278;4,642920847;9;;3;CORRIJO HIPOTESIS SIENDO 112 Y 122 PARA VH1;112;DESOBEDECER SEÑALES O NORMAS DE TRANSITO
339;2339;2/03/2024 17:30;HERIDOS;ATROPELLO;;-74,12812805;4,568268264;6;;2;PEATON NO CRUZA POR LA INTERSECCION NI PASO SEGURO;157;OTRA HIPÓTESIS (CONDUCTOR)
340;2340;2/03/2024 16:46;HERIDOS;ATROPELLO;;-74,0862356;4,732815621;11;;5;COMPARENDO N 42334575 POR LA INFRACCION D01 AL CONDUCTOR DEL VH1;139;IMPERICIA EN EL MANEJO
